year,film,wiki,winner
1953,"Come Back, Little Sheba (1952 film)","/wiki/Come_Back,_Little_Sheba_(1952_film)",False
1953,Titanic (1953 film),/wiki/Titanic_(1953_film),False
1953,Young Bess,/wiki/Young_Bess,False
1953,Shane (film),/wiki/Shane_(film),False
1953,Lili,/wiki/Lili,False
1953,Stalag 17,/wiki/Stalag_17,False
1953,Roman Holiday,/wiki/Roman_Holiday,False
1954,On the Waterfront,/wiki/On_the_Waterfront,True
1954,A Star Is Born (1954 film),/wiki/A_Star_Is_Born_(1954_film),False
1954,The Caine Mutiny (film),/wiki/The_Caine_Mutiny_(film),False
1954,Seven Brides for Seven Brothers,/wiki/Seven_Brides_for_Seven_Brothers,False
1954,Knock on Wood (film),/wiki/Knock_on_Wood_(film),False
1954,Hell and High Water (1954 film),/wiki/Hell_and_High_Water_(1954_film),False
1954,Rear Window,/wiki/Rear_Window,False
1954,King of the Khyber Rifles (film),/wiki/King_of_the_Khyber_Rifles_(film),False
1954,The Glenn Miller Story,/wiki/The_Glenn_Miller_Story,False
1954,Three Coins in the Fountain (film),/wiki/Three_Coins_in_the_Fountain_(film),False
1954,The Country Girl (1954 film),/wiki/The_Country_Girl_(1954_film),False
1954,Riot in Cell Block 11,/wiki/Riot_in_Cell_Block_11,False
1954,The High and the Mighty (film),/wiki/The_High_and_the_Mighty_(film),False
1954,Executive Suite,/wiki/Executive_Suite,False
1954,Sabrina (1954 film),/wiki/Sabrina_(1954_film),False
1955,Marty (film),/wiki/Marty_(film),True
1955,Blackboard Jungle,/wiki/Blackboard_Jungle,False
1955,The Long Gray Line,/wiki/The_Long_Gray_Line,False
1955,East of Eden (film),/wiki/East_of_Eden_(film),False
1955,A Man Called Peter,/wiki/A_Man_Called_Peter,False
1955,Picnic (1955 film),/wiki/Picnic_(1955_film),False
1955,The Rose Tattoo (film),/wiki/The_Rose_Tattoo_(film),False
1955,The Bridges at Toko-Ri,/wiki/The_Bridges_at_Toko-Ri,False
1955,Bad Day at Black Rock,/wiki/Bad_Day_at_Black_Rock,False
1955,Love Me or Leave Me (film),/wiki/Love_Me_or_Leave_Me_(film),False
1955,The Seven Year Itch,/wiki/The_Seven_Year_Itch,False
1956,Giant (1956 film),/wiki/Giant_(1956_film),True
1956,Around the World in 80 Days (1956 film),/wiki/Around_the_World_in_80_Days_(1956_film),False
1956,Moby Dick (1956 film),/wiki/Moby_Dick_(1956_film),False
1956,Bus Stop (1956 film),/wiki/Bus_Stop_(1956_film),False
1956,The Teahouse of the August Moon (film),/wiki/The_Teahouse_of_the_August_Moon_(film),False
1956,War and Peace (1956 film),/wiki/War_and_Peace_(1956_film),False
1956,Somebody Up There Likes Me (1956 film),/wiki/Somebody_Up_There_Likes_Me_(1956_film),False
1956,Friendly Persuasion (1956 film),/wiki/Friendly_Persuasion_(1956_film),False
1957,The Bridge on the River Kwai,/wiki/The_Bridge_on_the_River_Kwai,True
1957,Les Girls,/wiki/Les_Girls,False
1957,Funny Face,/wiki/Funny_Face,False
1957,The Great Man,/wiki/The_Great_Man,False
1957,"Heaven Knows, Mr. Allison","/wiki/Heaven_Knows,_Mr._Allison",False
1957,A Face in the Crowd (film),/wiki/A_Face_in_the_Crowd_(film),False
1957,The Pride and the Passion,/wiki/The_Pride_and_the_Passion,False
1957,Men in War,/wiki/Men_in_War,False
1957,An Affair to Remember,/wiki/An_Affair_to_Remember,False
1957,Fear Strikes Out,/wiki/Fear_Strikes_Out,False
1957,Gunfight at the O.K. Corral (film),/wiki/Gunfight_at_the_O.K._Corral_(film),False
1957,A Hatful of Rain,/wiki/A_Hatful_of_Rain,False
1958,Gigi (1958 film),/wiki/Gigi_(1958_film),True
1958,Damn Yankees (film),/wiki/Damn_Yankees_(film),False
1958,The Brothers Karamazov (1958 film),/wiki/The_Brothers_Karamazov_(1958_film),False
1958,Cowboy (1958 film),/wiki/Cowboy_(1958_film),False
1958,The Young Lions (film),/wiki/The_Young_Lions_(film),False
1958,The Vikings (film),/wiki/The_Vikings_(film),False
1958,Vertigo (film),/wiki/Vertigo_(film),False
1958,"The Long, Hot Summer","/wiki/The_Long,_Hot_Summer",False
1958,Teacher's Pet (1958 film),/wiki/Teacher%27s_Pet_(1958_film),False
1958,The Big Country,/wiki/The_Big_Country,False
1959,Ben-Hur (1959 film),/wiki/Ben-Hur_(1959_film),True
1959,The Shaggy Dog (1959 film),/wiki/The_Shaggy_Dog_(1959_film),False
1959,A Hole in the Head,/wiki/A_Hole_in_the_Head,False
1959,Compulsion (1959 film),/wiki/Compulsion_(1959_film),False
1959,The Horse Soldiers,/wiki/The_Horse_Soldiers,False
1959,Rio Bravo (film),/wiki/Rio_Bravo_(film),False
1959,North by Northwest,/wiki/North_by_Northwest,False
1959,"Rally Round the Flag, Boys!","/wiki/Rally_Round_the_Flag,_Boys!",False
1959,Anatomy of a Murder,/wiki/Anatomy_of_a_Murder,False
1959,Imitation of Life (1959 film),/wiki/Imitation_of_Life_(1959_film),False
1959,The Diary of Anne Frank (1959 film),/wiki/The_Diary_of_Anne_Frank_(1959_film),False
1959,Some Like It Hot,/wiki/Some_Like_It_Hot,False
1959,The Nun's Story (film),/wiki/The_Nun%27s_Story_(film),False
1960,The Apartment,/wiki/The_Apartment,True
1960,Elmer Gantry (film),/wiki/Elmer_Gantry_(film),False
1960,Sunrise at Campobello,/wiki/Sunrise_at_Campobello,False
1960,Sink the Bismarck!,/wiki/Sink_the_Bismarck!,False
1960,Can-Can (film),/wiki/Can-Can_(film),False
1960,The Dark at the Top of the Stairs (film),/wiki/The_Dark_at_the_Top_of_the_Stairs_(film),False
1960,Our Man in Havana (film),/wiki/Our_Man_in_Havana_(film),False
1960,Hiroshima mon amour,/wiki/Hiroshima_mon_amour,False
1960,Please Don't Eat the Daisies (film),/wiki/Please_Don%27t_Eat_the_Daisies_(film),False
1960,Psycho (1960 film),/wiki/Psycho_(1960_film),False
1961,West Side Story (1961 film),/wiki/West_Side_Story_(1961_film),True
1961,One-Eyed Jacks,/wiki/One-Eyed_Jacks,False
1961,Pocketful of Miracles,/wiki/Pocketful_of_Miracles,False
1961,The Innocents (1961 film),/wiki/The_Innocents_(1961_film),False
1961,Summer and Smoke (film),/wiki/Summer_and_Smoke_(film),False
1961,The Misfits (1961 film),/wiki/The_Misfits_(1961_film),False
1961,Splendor in the Grass,/wiki/Splendor_in_the_Grass,False
1961,Flower Drum Song (film),/wiki/Flower_Drum_Song_(film),False
1961,Judgment at Nuremberg,/wiki/Judgment_at_Nuremberg,False
1961,Hand in Hand (film),/wiki/Hand_in_Hand_(film),False
1961,A Majority of One (film),/wiki/A_Majority_of_One_(film),False
1961,Fanny (1961 film),/wiki/Fanny_(1961_film),False
1961,El Cid (film),/wiki/El_Cid_(film),False
1961,The Great Impostor,/wiki/The_Great_Impostor,False
1961,A Raisin in the Sun (1961 film),/wiki/A_Raisin_in_the_Sun_(1961_film),False
1961,The Absent-Minded Professor,/wiki/The_Absent-Minded_Professor,False
1961,Romanoff and Juliet (1961 film),/wiki/Romanoff_and_Juliet_(1961_film),False
1961,The Children's Hour (film),/wiki/The_Children%27s_Hour_(film),False
1962,Lawrence of Arabia (film),/wiki/Lawrence_of_Arabia_(film),True
1962,What Ever Happened to Baby Jane? (film),/wiki/What_Ever_Happened_to_Baby_Jane%3F_(film),False
1962,The Music Man (1962 film),/wiki/The_Music_Man_(1962_film),False
1962,Lolita (1962 film),/wiki/Lolita_(1962_film),False
1962,Mutiny on the Bounty (1962 film),/wiki/Mutiny_on_the_Bounty_(1962_film),False
1962,To Kill a Mockingbird (film),/wiki/To_Kill_a_Mockingbird_(film),False
1962,Requiem for a Heavyweight,/wiki/Requiem_for_a_Heavyweight#Film_version,False
1962,The Miracle Worker (1962 film),/wiki/The_Miracle_Worker_(1962_film),False
1962,A Taste of Honey (film),/wiki/A_Taste_of_Honey_(film),False
1963,Tom Jones (1963 film),/wiki/Tom_Jones_(1963_film),True
1963,8½,/wiki/8%C2%BD,False
1963,America America,/wiki/America_America,False
1963,Lilies of the Field (1963 film),/wiki/Lilies_of_the_Field_(1963_film),False
1963,Hud (1963 film),/wiki/Hud_(1963_film),False
1964,My Fair Lady (film),/wiki/My_Fair_Lady_(film),True
1964,Becket (1964 film),/wiki/Becket_(1964_film),False
1964,The Night of the Iguana (film),/wiki/The_Night_of_the_Iguana_(film),False
1964,Dr. Strangelove,/wiki/Dr._Strangelove,False
1964,Mary Poppins (film),/wiki/Mary_Poppins_(film),False
1965,The Sound of Music (film),/wiki/The_Sound_of_Music_(film),True
1965,The Ipcress File (film),/wiki/The_Ipcress_File_(film),False
1965,The Pawnbroker (film),/wiki/The_Pawnbroker_(film),False
1965,Darling (1965 film),/wiki/Darling_(1965_film),False
1965,Cat Ballou,/wiki/Cat_Ballou,False
1966,A Man for All Seasons (1966 film),/wiki/A_Man_for_All_Seasons_(1966_film),True
1966,The Professionals (1966 film),/wiki/The_Professionals_(1966_film),False
1966,Grand Prix (1966 film),/wiki/Grand_Prix_(1966_film),False
1966,Alfie (1966 film),/wiki/Alfie_(1966_film),False
1966,Born Free,/wiki/Born_Free,False
1966,"The Russians Are Coming, the Russians Are Coming","/wiki/The_Russians_Are_Coming,_the_Russians_Are_Coming",False
1966,A Man and a Woman,/wiki/A_Man_and_a_Woman,False
1966,Georgy Girl,/wiki/Georgy_Girl,False
1966,Who's Afraid of Virginia Woolf? (film),/wiki/Who%27s_Afraid_of_Virginia_Woolf%3F_(film),False
1966,The Sand Pebbles (film),/wiki/The_Sand_Pebbles_(film),False
1967,The Graduate,/wiki/The_Graduate,True
1967,The Dirty Dozen,/wiki/The_Dirty_Dozen,False
1967,In Cold Blood (film),/wiki/In_Cold_Blood_(film),False
1967,"To Sir, with Love","/wiki/To_Sir,_with_Love",False
1967,Two for the Road (film),/wiki/Two_for_the_Road_(film),False
1967,In the Heat of the Night (film),/wiki/In_the_Heat_of_the_Night_(film),False
1967,Guess Who's Coming to Dinner,/wiki/Guess_Who%27s_Coming_to_Dinner,False
1967,Bonnie and Clyde (film),/wiki/Bonnie_and_Clyde_(film),False
1967,Cool Hand Luke,/wiki/Cool_Hand_Luke,False
1967,Ulysses (1967 film),/wiki/Ulysses_(1967_film),False
1968,The Lion in Winter (1968 film),/wiki/The_Lion_in_Winter_(1968_film),True
1968,Isabel (film),/wiki/Isabel_(film),False
1968,2001: A Space Odyssey (film),/wiki/2001:_A_Space_Odyssey_(film),False
1968,Closely Watched Trains,/wiki/Closely_Watched_Trains,False
1968,"Rachel, Rachel","/wiki/Rachel,_Rachel",False
1968,Rosemary's Baby (film),/wiki/Rosemary%27s_Baby_(film),False
1968,Oliver! (film),/wiki/Oliver!_(film),False
1968,The Odd Couple (film),/wiki/The_Odd_Couple_(film),False
1968,Funny Girl (film),/wiki/Funny_Girl_(film),False
1968,Romeo and Juliet (1968 film),/wiki/Romeo_and_Juliet_(1968_film),False
1969,Midnight Cowboy,/wiki/Midnight_Cowboy,True
1969,Oh! What a Lovely War,/wiki/Oh!_What_a_Lovely_War,False
1969,Z (1969 film),/wiki/Z_(1969_film),False
1969,Butch Cassidy and the Sundance Kid,/wiki/Butch_Cassidy_and_the_Sundance_Kid,False
1969,Easy Rider,/wiki/Easy_Rider,False
1969,"Hello, Dolly! (film)","/wiki/Hello,_Dolly!_(film)",False
1969,The Wild Bunch,/wiki/The_Wild_Bunch,False
1969,"Goodbye, Columbus (film)","/wiki/Goodbye,_Columbus_(film)",False
1969,"They Shoot Horses, Don't They? (film)","/wiki/They_Shoot_Horses,_Don%27t_They%3F_(film)",False
1969,Medium Cool,/wiki/Medium_Cool,False
1970,Patton (film),/wiki/Patton_(film),True
1970,M*A*S*H (film),/wiki/M*A*S*H_(film),False
1970,Love Story (1970 film),/wiki/Love_Story_(1970_film),False
1970,Ryan's Daughter,/wiki/Ryan%27s_Daughter,False
1970,Five Easy Pieces,/wiki/Five_Easy_Pieces,False
1971,The French Connection (film),/wiki/The_French_Connection_(film),True
1971,The Last Picture Show,/wiki/The_Last_Picture_Show,False
1971,A Clockwork Orange (film),/wiki/A_Clockwork_Orange_(film),False
1971,Summer of '42,/wiki/Summer_of_%2742,False
1971,Sunday Bloody Sunday (film),/wiki/Sunday_Bloody_Sunday_(film),False
1972,The Godfather,/wiki/The_Godfather,True
1972,Deliverance,/wiki/Deliverance,False
1972,Cabaret (1972 film),/wiki/Cabaret_(1972_film),False
1972,Slaughterhouse-Five (film),/wiki/Slaughterhouse-Five_(film),False
1972,Sounder (film),/wiki/Sounder_(film),False
1973,The Sting,/wiki/The_Sting,True
1973,Last Tango in Paris,/wiki/Last_Tango_in_Paris,False
1973,The Exorcist,/wiki/The_Exorcist,False
1973,American Graffiti,/wiki/American_Graffiti,False
1973,Serpico,/wiki/Serpico,False
1974,The Godfather Part II,/wiki/The_Godfather_Part_II,True
1974,The Conversation,/wiki/The_Conversation,False
1974,Lenny (film),/wiki/Lenny_(film),False
1974,Murder on the Orient Express (1974 film),/wiki/Murder_on_the_Orient_Express_(1974_film),False
1974,Chinatown (1974 film),/wiki/Chinatown_(1974_film),False
1975,One Flew Over the Cuckoo's Nest (film),/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film),True
1975,Nashville (film),/wiki/Nashville_(film),False
1975,Barry Lyndon,/wiki/Barry_Lyndon,False
1975,Dog Day Afternoon,/wiki/Dog_Day_Afternoon,False
1975,Jaws (film),/wiki/Jaws_(film),False
1976,Rocky,/wiki/Rocky,True
1976,Network (1976 film),/wiki/Network_(1976_film),False
1976,All the President's Men (film),/wiki/All_the_President%27s_Men_(film),False
1976,Taxi Driver,/wiki/Taxi_Driver,False
1976,Seven Beauties,/wiki/Seven_Beauties,False
1977,Annie Hall,/wiki/Annie_Hall,True
1977,Star Wars (film),/wiki/Star_Wars_(film),False
1977,The Turning Point (1977 film),/wiki/The_Turning_Point_(1977_film),False
1977,Close Encounters of the Third Kind,/wiki/Close_Encounters_of_the_Third_Kind,False
1977,Julia (1977 film),/wiki/Julia_(1977_film),False
1978,The Deer Hunter,/wiki/The_Deer_Hunter,True
1978,Coming Home (1978 film),/wiki/Coming_Home_(1978_film),False
1978,Heaven Can Wait (1978 film),/wiki/Heaven_Can_Wait_(1978_film),False
1978,An Unmarried Woman,/wiki/An_Unmarried_Woman,False
1978,Midnight Express (film),/wiki/Midnight_Express_(film),False
1979,Kramer vs. Kramer,/wiki/Kramer_vs._Kramer,True
1979,Manhattan (1979 film),/wiki/Manhattan_(1979_film),False
1979,The China Syndrome,/wiki/The_China_Syndrome,False
1979,Apocalypse Now,/wiki/Apocalypse_Now,False
1979,Breaking Away,/wiki/Breaking_Away,False
1980,Ordinary People,/wiki/Ordinary_People,True
1980,Coal Miner's Daughter (film),/wiki/Coal_Miner%27s_Daughter_(film),False
1980,The Elephant Man (film),/wiki/The_Elephant_Man_(film),False
1980,The Stunt Man,/wiki/The_Stunt_Man,False
1980,Raging Bull,/wiki/Raging_Bull,False
1981,Reds (film),/wiki/Reds_(film),True
1981,Chariots of Fire,/wiki/Chariots_of_Fire,False
1981,Atlantic City (1980 film),/wiki/Atlantic_City_(1980_film),False
1981,On Golden Pond (1981 film),/wiki/On_Golden_Pond_(1981_film),False
1981,Raiders of the Lost Ark,/wiki/Raiders_of_the_Lost_Ark,False
1982,Gandhi (film),/wiki/Gandhi_(film),True
1982,An Officer and a Gentleman,/wiki/An_Officer_and_a_Gentleman,False
1982,Das Boot,/wiki/Das_Boot,False
1982,Tootsie,/wiki/Tootsie,False
1982,E.T. the Extra-Terrestrial,/wiki/E.T._the_Extra-Terrestrial,False
1983,Terms of Endearment,/wiki/Terms_of_Endearment,True
1983,Tender Mercies,/wiki/Tender_Mercies,False
1983,Fanny and Alexander,/wiki/Fanny_and_Alexander,False
1983,The Big Chill (film),/wiki/The_Big_Chill_(film),False
1983,The Right Stuff (film),/wiki/The_Right_Stuff_(film),False
1984,Amadeus (film),/wiki/Amadeus_(film),True
1984,Places in the Heart,/wiki/Places_in_the_Heart,False
1984,A Soldier's Story,/wiki/A_Soldier%27s_Story,False
1984,The Killing Fields (film),/wiki/The_Killing_Fields_(film),False
1984,A Passage to India (film),/wiki/A_Passage_to_India_(film),False
1985,The Color Purple (1985 film),/wiki/The_Color_Purple_(1985_film),True
1985,Cocoon (film),/wiki/Cocoon_(film),False
1985,Prizzi's Honor,/wiki/Prizzi%27s_Honor,False
1985,Out of Africa (film),/wiki/Out_of_Africa_(film),False
1985,Witness (1985 film),/wiki/Witness_(1985_film),False
1986,Platoon (film),/wiki/Platoon_(film),True
1986,Hannah and Her Sisters,/wiki/Hannah_and_Her_Sisters,False
1986,Children of a Lesser God (film),/wiki/Children_of_a_Lesser_God_(film),False
1986,A Room with a View (1985 film),/wiki/A_Room_with_a_View_(1985_film),False
1986,Stand by Me (film),/wiki/Stand_by_Me_(film),False
1987,The Last Emperor,/wiki/The_Last_Emperor,True
1987,Broadcast News (film),/wiki/Broadcast_News_(film),False
1987,My Life as a Dog,/wiki/My_Life_as_a_Dog,False
1987,Fatal Attraction,/wiki/Fatal_Attraction,False
1987,Empire of the Sun (film),/wiki/Empire_of_the_Sun_(film),False
1988,Rain Man,/wiki/Rain_Man,True
1988,A Fish Called Wanda,/wiki/A_Fish_Called_Wanda,False
1988,Working Girl,/wiki/Working_Girl,False
1988,Mississippi Burning,/wiki/Mississippi_Burning,False
1988,Who Framed Roger Rabbit,/wiki/Who_Framed_Roger_Rabbit,False
1989,Born on the Fourth of July (film),/wiki/Born_on_the_Fourth_of_July_(film),True
1989,Crimes and Misdemeanors,/wiki/Crimes_and_Misdemeanors,False
1989,When Harry Met Sally...,/wiki/When_Harry_Met_Sally...,False
1989,Field of Dreams,/wiki/Field_of_Dreams,False
1989,Dead Poets Society,/wiki/Dead_Poets_Society,False
1990,Dances with Wolves,/wiki/Dances_with_Wolves,True
1990,The Godfather Part III,/wiki/The_Godfather_Part_III,False
1990,Avalon (1990 film),/wiki/Avalon_(1990_film),False
1990,Goodfellas,/wiki/Goodfellas,False
1990,Cinema Paradiso,/wiki/Cinema_Paradiso,False
1991,The Silence of the Lambs (film),/wiki/The_Silence_of_the_Lambs_(film),True
1991,Bugsy,/wiki/Bugsy,False
1991,Thelma & Louise,/wiki/Thelma_%26_Louise,False
1991,JFK (film),/wiki/JFK_(film),False
1991,The Prince of Tides,/wiki/The_Prince_of_Tides,False
1992,Unforgiven,/wiki/Unforgiven,True
1992,The Player (1992 film),/wiki/The_Player_(1992_film),False
1992,Howards End (film),/wiki/Howards_End_(film),False
1992,The Crying Game,/wiki/The_Crying_Game,False
1992,A Few Good Men,/wiki/A_Few_Good_Men,False
1993,Schindler's List,/wiki/Schindler%27s_List,True
1993,The Piano,/wiki/The_Piano,False
1993,The Fugitive (1993 film),/wiki/The_Fugitive_(1993_film),False
1993,The Remains of the Day (film),/wiki/The_Remains_of_the_Day_(film),False
1993,The Age of Innocence (1993 film),/wiki/The_Age_of_Innocence_(1993_film),False
1994,Forrest Gump,/wiki/Forrest_Gump,True
1994,The Shawshank Redemption,/wiki/The_Shawshank_Redemption,False
1994,Four Weddings and a Funeral,/wiki/Four_Weddings_and_a_Funeral,False
1994,Quiz Show (film),/wiki/Quiz_Show_(film),False
1994,Pulp Fiction,/wiki/Pulp_Fiction,False
1995,Apollo 13 (film),/wiki/Apollo_13_(film),True
1995,Leaving Las Vegas,/wiki/Leaving_Las_Vegas,False
1995,Braveheart,/wiki/Braveheart,False
1995,Sense and Sensibility (film),/wiki/Sense_and_Sensibility_(film),False
1995,Il Postino: The Postman,/wiki/Il_Postino:_The_Postman,False
1996,The English Patient (film),/wiki/The_English_Patient_(film),True
1996,Fargo (1996 film),/wiki/Fargo_(1996_film),False
1996,Jerry Maguire,/wiki/Jerry_Maguire,False
1996,Shine (film),/wiki/Shine_(film),False
1996,Secrets & Lies (film),/wiki/Secrets_%26_Lies_(film),False
1997,Titanic (1997 film),/wiki/Titanic_(1997_film),True
1997,As Good as It Gets,/wiki/As_Good_as_It_Gets,False
1997,L.A. Confidential (film),/wiki/L.A._Confidential_(film),False
1997,Amistad (film),/wiki/Amistad_(film),False
1997,Good Will Hunting,/wiki/Good_Will_Hunting,False
1998,Saving Private Ryan,/wiki/Saving_Private_Ryan,True
1998,Life Is Beautiful,/wiki/Life_Is_Beautiful,False
1998,Shakespeare in Love,/wiki/Shakespeare_in_Love,False
1998,The Thin Red Line (1998 film),/wiki/The_Thin_Red_Line_(1998_film),False
1998,The Truman Show,/wiki/The_Truman_Show,False
1999,American Beauty (1999 film),/wiki/American_Beauty_(1999_film),True
1999,The Green Mile (film),/wiki/The_Green_Mile_(film),False
1999,Being John Malkovich,/wiki/Being_John_Malkovich,False
1999,The Insider (film),/wiki/The_Insider_(film),False
1999,The Sixth Sense,/wiki/The_Sixth_Sense,False
2000,"Crouching Tiger, Hidden Dragon","/wiki/Crouching_Tiger,_Hidden_Dragon",True
2000,Almost Famous,/wiki/Almost_Famous,False
2000,Gladiator (2000 film),/wiki/Gladiator_(2000_film),False
2000,Erin Brockovich (film),/wiki/Erin_Brockovich_(film),False
2000,Traffic (2000 film),/wiki/Traffic_(2000_film),False
2001,A Beautiful Mind (film),/wiki/A_Beautiful_Mind_(film),True
2001,The Lord of the Rings: The Fellowship of the Ring,/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,False
2001,Moulin Rouge!,/wiki/Moulin_Rouge!,False
2001,Memento (film),/wiki/Memento_(film),False
2001,Black Hawk Down (film),/wiki/Black_Hawk_Down_(film),False
2002,Chicago (2002 film),/wiki/Chicago_(2002_film),True
2002,The Hours (film),/wiki/The_Hours_(film),False
2002,The Lord of the Rings: The Two Towers,/wiki/The_Lord_of_the_Rings:_The_Two_Towers,False
2002,The Pianist (2002 film),/wiki/The_Pianist_(2002_film),False
2002,Gangs of New York,/wiki/Gangs_of_New_York,False
2003,The Lord of the Rings: The Return of the King,/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King,True
2003,Lost in Translation (film),/wiki/Lost_in_Translation_(film),False
2003,Mystic River (film),/wiki/Mystic_River_(film),False
2003,Seabiscuit (film),/wiki/Seabiscuit_(film),False
2003,Master and Commander: The Far Side of the World,/wiki/Master_and_Commander:_The_Far_Side_of_the_World,False
2004,Million Dollar Baby,/wiki/Million_Dollar_Baby,True
2004,Finding Neverland (film),/wiki/Finding_Neverland_(film),False
2004,Ray (film),/wiki/Ray_(film),False
2004,Sideways,/wiki/Sideways,False
2004,The Aviator (2004 film),/wiki/The_Aviator_(2004_film),False
2005,Brokeback Mountain,/wiki/Brokeback_Mountain,True
2005,"Good Night, and Good Luck","/wiki/Good_Night,_and_Good_Luck",False
2005,Crash (2004 film),/wiki/Crash_(2004_film),False
2005,Capote (film),/wiki/Capote_(film),False
2005,Munich (2005 film),/wiki/Munich_(2005_film),False
2006,The Departed,/wiki/The_Departed,True
2006,Dreamgirls (film),/wiki/Dreamgirls_(film),False
2006,Little Miss Sunshine,/wiki/Little_Miss_Sunshine,False
2006,The Queen (2006 film),/wiki/The_Queen_(2006_film),False
2006,Babel (film),/wiki/Babel_(film),False
2007,No Country for Old Men,/wiki/No_Country_for_Old_Men,True
2007,There Will Be Blood,/wiki/There_Will_Be_Blood,False
2007,Michael Clayton,/wiki/Michael_Clayton,False
2007,Into the Wild (film),/wiki/Into_the_Wild_(film),False
2007,The Diving Bell and the Butterfly (film),/wiki/The_Diving_Bell_and_the_Butterfly_(film),False
2008,Slumdog Millionaire,/wiki/Slumdog_Millionaire,True
2008,The Curious Case of Benjamin Button (film),/wiki/The_Curious_Case_of_Benjamin_Button_(film),False
2008,Frost/Nixon (film),/wiki/Frost/Nixon_(film),False
2008,The Dark Knight,/wiki/The_Dark_Knight,False
2008,Milk (2008 American film),/wiki/Milk_(2008_American_film),False
2009,The Hurt Locker,/wiki/The_Hurt_Locker,True
2009,Avatar (2009 film),/wiki/Avatar_(2009_film),False
2009,Precious (film),/wiki/Precious_(film),False
2009,Up in the Air (2009 film),/wiki/Up_in_the_Air_(2009_film),False
2009,Inglourious Basterds,/wiki/Inglourious_Basterds,False
2010,The King's Speech,/wiki/The_King%27s_Speech,True
2010,Black Swan (film),/wiki/Black_Swan_(film),False
2010,The Social Network,/wiki/The_Social_Network,False
2010,Inception,/wiki/Inception,False
2010,The Fighter,/wiki/The_Fighter,False
2011,The Artist (film),/wiki/The_Artist_(film),True
2011,Midnight in Paris,/wiki/Midnight_in_Paris,False
